ID,項,レースID,レース名,距離,天候,馬場,開催年,開催コース,開催回,開催日,レースタイプ,No,グレード
85,0,202408010401,3歳未勝利,1200,晴,良,2024,京都,1,2024-01-13,ダート,,
86,0,202408010402,3歳未勝利,1800,晴,良,2024,京都,2,2024-01-13,ダート,,
87,0,202408010403,3歳未勝利,1400,晴,良,2024,京都,3,2024-01-13,ダート,,
88,0,202408010404,3歳新馬,1800,晴,良,2024,京都,4,2024-01-13,ダート,,
89,0,202408010405,3歳未勝利,1600,曇,良,2024,京都,5,2024-01-13,芝,,
90,0,202408010406,3歳未勝利,2000,曇,良,2024,京都,6,2024-01-13,芝,,
91,0,202408010407,4歳以上1勝クラス,1400,曇,良,2024,京都,7,2024-01-13,ダート,,
92,0,202408010408,4歳以上1勝クラス,1200,曇,良,2024,京都,8,2024-01-13,ダート,,
93,0,202408010409,五条坂特別,1900,曇,良,2024,京都,9,2024-01-13,ダート,,
94,0,202408010410,紅梅ステークス,1400,曇,良,2024,京都,10,2024-01-13,芝,,
95,0,202408010411,淀短距離ステークス,1200,曇,良,2024,京都,11,2024-01-13,芝,,
96,0,202408010412,4歳以上1勝クラス,1600,晴,良,2024,京都,12,2024-01-13,芝,,
97,0,202410010101,3歳未勝利,1700,晴,良,2024,小倉,1,2024-01-13,ダート,,
98,0,202410010102,3歳未勝利,2000,晴,良,2024,小倉,2,2024-01-13,芝,,
99,0,202410010103,3歳未勝利,1000,晴,良,2024,小倉,3,2024-01-13,ダート,,
100,0,202410010104,障害4歳以上未勝利,2860,晴,良,2024,小倉,4,2024-01-13,障害,,
101,0,202410010105,障害4歳以上未勝利,2860,晴,良,2024,小倉,5,2024-01-13,障害,,
102,0,202410010106,4歳以上1勝クラス,2600,晴,良,2024,小倉,6,2024-01-13,芝,,
103,0,202410010107,4歳以上1勝クラス,1700,晴,良,2024,小倉,7,2024-01-13,ダート,,
104,0,202410010108,4歳以上1勝クラス,1800,晴,良,2024,小倉,8,2024-01-13,芝,,
105,0,202410010109,響灘特別,1700,晴,良,2024,小倉,9,2024-01-13,ダート,,
106,0,202410010110,小郡特別,1200,晴,良,2024,小倉,10,2024-01-13,芝,,
107,0,202410010111,愛知杯,2000,晴,良,2024,小倉,11,2024-01-13,芝,,G3
108,0,202410010112,4歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-01-13,芝,,
109,0,202406010501,3歳未勝利,1200,晴,稍重,2024,中山,1,2024-01-14,ダート,,
110,0,202406010502,3歳未勝利,1800,晴,稍重,2024,中山,2,2024-01-14,ダート,,
111,0,202406010503,3歳新馬,1200,晴,稍重,2024,中山,3,2024-01-14,ダート,,
112,0,202406010504,3歳新馬,1800,晴,稍重,2024,中山,4,2024-01-14,ダート,,
113,0,202406010505,3歳未勝利,1600,晴,稍重,2024,中山,5,2024-01-14,芝,,
114,0,202406010506,4歳以上1勝クラス,1200,晴,稍重,2024,中山,6,2024-01-14,ダート,,
115,0,202406010507,4歳以上2勝クラス,2200,晴,良,2024,中山,7,2024-01-14,芝,,
116,0,202406010508,4歳以上2勝クラス,1800,晴,良,2024,中山,8,2024-01-14,ダート,,
117,0,202406010509,サンライズステークス,1200,晴,良,2024,中山,9,2024-01-14,芝,,
118,0,202406010510,ジャニュアリーS,1200,晴,良,2024,中山,10,2024-01-14,ダート,,
119,0,202406010511,京成杯,2000,晴,良,2024,中山,11,2024-01-14,芝,,G3
120,0,202406010512,4歳以上1勝クラス,1600,晴,良,2024,中山,12,2024-01-14,芝,,
121,0,202408010501,3歳未勝利,1800,晴,良,2024,京都,1,2024-01-14,ダート,,
122,0,202408010502,3歳未勝利,1900,晴,良,2024,京都,2,2024-01-14,ダート,,
123,0,202408010503,3歳新馬,1400,晴,良,2024,京都,3,2024-01-14,ダート,,
124,0,202408010504,3歳1勝クラス,1200,晴,良,2024,京都,4,2024-01-14,ダート,,
125,0,202408010505,3歳新馬,1600,晴,良,2024,京都,5,2024-01-14,芝,,
126,0,202408010506,3歳未勝利,1400,晴,良,2024,京都,6,2024-01-14,芝,,
127,0,202408010507,4歳以上1勝クラス,1800,晴,良,2024,京都,7,2024-01-14,ダート,,
128,0,202408010508,4歳以上2勝クラス,1200,晴,良,2024,京都,8,2024-01-14,ダート,,
129,0,202408010509,逢坂山特別,1800,晴,良,2024,京都,9,2024-01-14,芝,,
130,0,202408010510,雅ステークス,1800,晴,良,2024,京都,10,2024-01-14,ダート,,
131,0,202408010511,日経新春杯,2400,晴,良,2024,京都,11,2024-01-14,芝,,G2
132,0,202408010512,4歳以上2勝クラス,1400,晴,良,2024,京都,12,2024-01-14,芝,,
133,0,202410010201,3歳未勝利,1700,晴,良,2024,小倉,1,2024-01-14,ダート,,
134,0,202410010202,3歳未勝利,1200,晴,良,2024,小倉,2,2024-01-14,芝,,
135,0,202410010203,4歳以上1勝クラス,1000,晴,良,2024,小倉,3,2024-01-14,ダート,,
136,0,202410010204,障害4歳以上未勝利,2860,晴,良,2024,小倉,4,2024-01-14,障害,,
137,0,202410010205,3歳新馬,2000,晴,良,2024,小倉,5,2024-01-14,芝,,
138,0,202410010206,3歳未勝利,1200,晴,良,2024,小倉,6,2024-01-14,芝,,
139,0,202410010207,3歳未勝利,1800,晴,良,2024,小倉,7,2024-01-14,芝,,
140,0,202410010208,4歳以上1勝クラス,1700,晴,良,2024,小倉,8,2024-01-14,ダート,,
141,0,202410010209,玄海特別,2000,晴,良,2024,小倉,9,2024-01-14,芝,,
142,0,202410010210,壇之浦ステークス,1800,晴,良,2024,小倉,10,2024-01-14,芝,,
143,0,202410010211,門司ステークス,1700,晴,良,2024,小倉,11,2024-01-14,ダート,,
144,0,202410010212,4歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-01-14,芝,,
145,0,202406010601,3歳未勝利,1200,曇,良,2024,中山,1,2024-01-20,ダート,,
146,0,202406010602,3歳未勝利,1800,曇,良,2024,中山,2,2024-01-20,ダート,,
147,0,202406010603,3歳新馬,1200,曇,良,2024,中山,3,2024-01-20,ダート,,
148,0,202406010604,3歳新馬,1800,曇,良,2024,中山,4,2024-01-20,ダート,,
149,0,202406010605,3歳未勝利,1600,曇,良,2024,中山,5,2024-01-20,芝,,
150,0,202406010606,3歳未勝利,2000,曇,良,2024,中山,6,2024-01-20,芝,,
151,0,202406010607,3歳1勝クラス,1200,小雨,良,2024,中山,7,2024-01-20,ダート,,
152,0,202406010608,4歳以上1勝クラス,1800,小雨,良,2024,中山,8,2024-01-20,ダート,,
153,0,202406010609,初茜賞,1800,小雨,良,2024,中山,9,2024-01-20,ダート,,
154,0,202406010610,東雲賞,1800,小雨,良,2024,中山,10,2024-01-20,芝,,
155,0,202406010611,初富士ステークス,2000,曇,良,2024,中山,11,2024-01-20,芝,,
156,0,202406010612,4歳以上1勝クラス,2200,曇,良,2024,中山,12,2024-01-20,芝,,
157,0,202408010601,3歳未勝利,1200,小雨,稍重,2024,京都,1,2024-01-20,ダート,,
158,0,202408010602,3歳未勝利,1800,小雨,稍重,2024,京都,2,2024-01-20,ダート,,
159,0,202408010603,3歳新馬,1200,小雨,稍重,2024,京都,3,2024-01-20,ダート,,
160,0,202408010604,3歳1勝クラス,1400,曇,稍重,2024,京都,4,2024-01-20,ダート,,
161,0,202408010605,3歳新馬,2000,曇,重,2024,京都,5,2024-01-20,芝,,
162,0,202408010606,3歳未勝利,2200,曇,重,2024,京都,6,2024-01-20,芝,,
163,0,202408010607,4歳以上1勝クラス,1900,曇,稍重,2024,京都,7,2024-01-20,ダート,,
164,0,202408010608,4歳以上2勝クラス,1400,曇,稍重,2024,京都,8,2024-01-20,ダート,,
165,0,202408010609,若駒ステークス,2000,曇,重,2024,京都,9,2024-01-20,芝,,
166,0,202408010610,宇治川特別,1800,曇,稍重,2024,京都,10,2024-01-20,ダート,,
167,0,202408010611,石清水ステークス,1600,曇,重,2024,京都,11,2024-01-20,芝,,
168,0,202408010612,3歳未勝利,1600,小雨,重,2024,京都,12,2024-01-20,芝,,
169,0,202410010301,3歳未勝利,1700,小雨,稍重,2024,小倉,1,2024-01-20,ダート,,
170,0,202410010302,3歳未勝利,1200,雨,稍重,2024,小倉,2,2024-01-20,芝,,
171,0,202410010303,3歳未勝利,1000,雨,稍重,2024,小倉,3,2024-01-20,ダート,,
172,0,202410010304,障害4歳以上未勝利,2860,雨,稍重,2024,小倉,4,2024-01-20,障害,,
173,0,202410010305,障害4歳以上オープン,2860,雨,稍重,2024,小倉,5,2024-01-20,障害,,
174,0,202410010306,3歳未勝利,1800,雨,稍重,2024,小倉,6,2024-01-20,芝,,
175,0,202410010307,4歳以上1勝クラス,2000,雨,稍重,2024,小倉,7,2024-01-20,芝,,
176,0,202410010308,4歳以上1勝クラス,2400,雨,稍重,2024,小倉,8,2024-01-20,ダート,,
177,0,202410010309,萌黄賞,1200,雨,稍重,2024,小倉,9,2024-01-20,芝,,
178,0,202410010310,戸畑特別,2000,雨,稍重,2024,小倉,10,2024-01-20,芝,,
179,0,202410010311,和布刈特別,1700,雨,稍重,2024,小倉,11,2024-01-20,ダート,,
180,0,202410010312,4歳以上1勝クラス,1200,雨,稍重,2024,小倉,12,2024-01-20,芝,,
181,0,202406010701,3歳未勝利,1200,雨,不良,2024,中山,1,2024-01-21,ダート,,
182,0,202406010702,3歳未勝利,1800,雨,不良,2024,中山,2,2024-01-21,ダート,,
183,0,202406010703,3歳未勝利,1800,雨,不良,2024,中山,3,2024-01-21,ダート,,
184,0,202406010704,4歳以上1勝クラス,1200,雨,不良,2024,中山,4,2024-01-21,ダート,,
185,0,202406010705,3歳未勝利,2200,雨,不良,2024,中山,5,2024-01-21,芝,,
186,0,202406010706,3歳新馬,2000,小雨,不良,2024,中山,6,2024-01-21,芝,,
187,0,202406010707,4歳以上1勝クラス,1800,小雨,不良,2024,中山,7,2024-01-21,ダート,,
188,0,202406010708,4歳以上2勝クラス,1200,小雨,不良,2024,中山,8,2024-01-21,ダート,,
189,0,202406010709,若竹賞,1800,小雨,不良,2024,中山,9,2024-01-21,芝,,
190,0,202406010710,アレキサンドライトS,1800,曇,不良,2024,中山,10,2024-01-21,ダート,,
191,0,202406010711,アメリカジョッキークラブカップ,2200,曇,不良,2024,中山,11,2024-01-21,芝,,G2
192,0,202406010712,4歳以上2勝クラス,1600,曇,不良,2024,中山,12,2024-01-21,芝,,
193,0,202408010701,3歳未勝利,1900,小雨,不良,2024,京都,1,2024-01-21,ダート,,
194,0,202408010702,3歳新馬,1800,曇,不良,2024,京都,2,2024-01-21,ダート,,
195,0,202408010703,3歳未勝利,1400,曇,不良,2024,京都,3,2024-01-21,ダート,,
196,0,202408010704,3歳未勝利,2000,曇,不良,2024,京都,4,2024-01-21,芝,,
197,0,202408010705,3歳新馬,1600,曇,不良,2024,京都,5,2024-01-21,芝,,
198,0,202408010706,3歳1勝クラス,1800,曇,不良,2024,京都,6,2024-01-21,ダート,,
199,0,202408010707,4歳以上1勝クラス,2200,曇,重,2024,京都,7,2024-01-21,芝,,
200,0,202408010708,4歳以上1勝クラス,1400,曇,重,2024,京都,8,2024-01-21,ダート,,
201,0,202408010709,北大路特別,2000,曇,重,2024,京都,9,2024-01-21,芝,,
202,0,202408010710,羅生門ステークス,1200,曇,重,2024,京都,10,2024-01-21,ダート,,
203,0,202408010711,東海ステークス,1800,曇,重,2024,京都,11,2024-01-21,ダート,,G2
204,0,202408010712,4歳以上2勝クラス,1400,曇,重,2024,京都,12,2024-01-21,芝,,
205,0,202410010401,3歳未勝利,1700,曇,重,2024,小倉,1,2024-01-21,ダート,,
206,0,202410010402,3歳未勝利,1800,曇,重,2024,小倉,2,2024-01-21,芝,,
207,0,202410010403,4歳以上1勝クラス,1000,曇,重,2024,小倉,3,2024-01-21,ダート,,
208,0,202410010404,障害4歳以上未勝利,2860,曇,重,2024,小倉,4,2024-01-21,障害,,
209,0,202410010405,3歳新馬,1200,曇,重,2024,小倉,5,2024-01-21,芝,,
210,0,202410010406,3歳未勝利,2000,曇,重,2024,小倉,6,2024-01-21,芝,,
211,0,202410010407,3歳未勝利,1200,曇,重,2024,小倉,7,2024-01-21,芝,,
212,0,202410010408,4歳以上1勝クラス,1700,曇,重,2024,小倉,8,2024-01-21,ダート,,
213,0,202410010409,八幡特別,1200,曇,稍重,2024,小倉,9,2024-01-21,芝,,
214,0,202410010410,海の中道特別,2600,曇,稍重,2024,小倉,10,2024-01-21,芝,,
215,0,202410010411,豊前ステークス,1700,曇,重,2024,小倉,11,2024-01-21,ダート,,
216,0,202410010412,4歳以上1勝クラス,1800,曇,稍重,2024,小倉,12,2024-01-21,芝,,
217,0,202405010101,3歳未勝利,1400,晴,良,2024,東京,1,2024-01-27,ダート,,
218,0,202405010102,3歳未勝利,2100,晴,良,2024,東京,2,2024-01-27,ダート,,
219,0,202405010103,3歳未勝利,1600,晴,良,2024,東京,3,2024-01-27,ダート,,
220,0,202405010104,3歳1勝クラス,1600,晴,良,2024,東京,4,2024-01-27,ダート,,
221,0,202405010105,3歳新馬,1600,晴,良,2024,東京,5,2024-01-27,芝,,
222,0,202405010106,3歳未勝利,1800,晴,良,2024,東京,6,2024-01-27,芝,,
223,0,202405010107,4歳以上1勝クラス,1400,晴,良,2024,東京,7,2024-01-27,ダート,,
224,0,202405010108,4歳以上2勝クラス,2100,晴,良,2024,東京,8,2024-01-27,ダート,,
225,0,202405010109,銀蹄ステークス,1400,晴,良,2024,東京,9,2024-01-27,ダート,,
226,0,202405010110,クロッカスステークス,1400,晴,良,2024,東京,10,2024-01-27,芝,,
227,0,202405010111,白富士ステークス,2000,晴,良,2024,東京,11,2024-01-27,芝,,
228,0,202405010112,4歳以上1勝クラス,1800,晴,良,2024,東京,12,2024-01-27,芝,,
229,0,202408020101,3歳未勝利,1800,曇,良,2024,京都,1,2024-01-27,ダート,,
230,0,202408020102,3歳未勝利,1900,曇,良,2024,京都,2,2024-01-27,ダート,,
231,0,202408020103,3歳未勝利,1400,曇,良,2024,京都,3,2024-01-27,ダート,,
232,0,202408020104,3歳新馬,1400,曇,良,2024,京都,4,2024-01-27,ダート,,
233,0,202408020105,3歳未勝利,1800,曇,良,2024,京都,5,2024-01-27,芝,,
234,0,202408020106,3歳1勝クラス,1200,曇,良,2024,京都,6,2024-01-27,ダート,,
235,0,202408020107,4歳以上1勝クラス,1800,晴,良,2024,京都,7,2024-01-27,ダート,,
236,0,202408020108,白梅賞,1600,晴,良,2024,京都,8,2024-01-27,芝,,
237,0,202408020109,4歳以上2勝クラス,1200,晴,良,2024,京都,9,2024-01-27,ダート,,
238,0,202408020110,許波多特別,2200,曇,良,2024,京都,10,2024-01-27,芝,,
239,0,202408020111,舞鶴ステークス,1900,曇,良,2024,京都,11,2024-01-27,ダート,,
240,0,202408020112,4歳以上1勝クラス,1400,曇,良,2024,京都,12,2024-01-27,芝,,
241,0,202410010501,3歳未勝利,1700,晴,良,2024,小倉,1,2024-01-27,ダート,,
242,0,202410010502,3歳未勝利,2000,晴,良,2024,小倉,2,2024-01-27,芝,,
243,0,202410010503,3歳未勝利,1000,晴,良,2024,小倉,3,2024-01-27,ダート,,
244,0,202410010504,障害4歳以上未勝利,2860,晴,良,2024,小倉,4,2024-01-27,障害,,
245,0,202410010505,3歳未勝利,1800,晴,良,2024,小倉,5,2024-01-27,芝,,
246,0,202410010506,3歳未勝利,1200,晴,良,2024,小倉,6,2024-01-27,芝,,
247,0,202410010507,4歳以上1勝クラス,1700,晴,良,2024,小倉,7,2024-01-27,ダート,,
248,0,202410010508,牛若丸ジャンプS,3390,晴,良,2024,小倉,8,2024-01-27,障害,,
249,0,202410010509,足立山特別,2600,晴,良,2024,小倉,9,2024-01-27,芝,,
250,0,202410010510,平尾台特別,1700,晴,良,2024,小倉,10,2024-01-27,ダート,,
251,0,202410010511,周防灘特別,1200,晴,良,2024,小倉,11,2024-01-27,芝,,
252,0,202410010512,4歳以上1勝クラス,1200,晴,良,2024,小倉,12,2024-01-27,芝,,
253,0,202405010201,3歳未勝利,1400,曇,良,2024,東京,1,2024-01-28,ダート,,
254,0,202405010202,3歳新馬,1400,曇,良,2024,東京,2,2024-01-28,ダート,,
255,0,202405010203,3歳未勝利,1600,曇,良,2024,東京,3,2024-01-28,ダート,,
256,0,202405010204,4歳以上1勝クラス,2100,曇,良,2024,東京,4,2024-01-28,ダート,,
257,0,202405010205,3歳新馬,1800,曇,良,2024,東京,5,2024-01-28,芝,,
258,0,202405010206,3歳未勝利,1600,曇,良,2024,東京,6,2024-01-28,芝,,
259,0,202405010207,4歳以上1勝クラス,1600,曇,良,2024,東京,7,2024-01-28,ダート,,
260,0,202405010208,4歳以上2勝クラス,1400,曇,良,2024,東京,8,2024-01-28,ダート,,
261,0,202405010209,セントポーリア賞,1800,曇,良,2024,東京,9,2024-01-28,芝,,
262,0,202405010210,節分ステークス,1600,曇,良,2024,東京,10,2024-01-28,芝,,
263,0,202405010211,根岸ステークス,1400,曇,良,2024,東京,11,2024-01-28,ダート,,G3
264,0,202405010212,4歳以上2勝クラス,2000,晴,良,2024,東京,12,2024-01-28,芝,,
265,0,202408020201,3歳未勝利,1200,晴,良,2024,京都,1,2024-01-28,ダート,,
266,0,202408020202,3歳未勝利,1800,晴,良,2024,京都,2,2024-01-28,ダート,,
267,0,202408020203,3歳未勝利,1400,晴,良,2024,京都,3,2024-01-28,ダート,,
268,0,202408020204,3歳1勝クラス,1400,晴,良,2024,京都,4,2024-01-28,ダート,,
269,0,202408020205,3歳新馬,2000,晴,良,2024,京都,5,2024-01-28,芝,,
270,0,202408020206,3歳未勝利,1600,曇,良,2024,京都,6,2024-01-28,芝,,
271,0,202408020207,4歳以上1勝クラス,1800,曇,良,2024,京都,7,2024-01-28,ダート,,
272,0,202408020208,4歳以上1勝クラス,1200,曇,良,2024,京都,8,2024-01-28,ダート,,
273,0,202408020209,大津特別,1800,曇,良,2024,京都,9,2024-01-28,ダート,,
274,0,202408020210,八坂ステークス,2200,曇,良,2024,京都,10,2024-01-28,芝,,
275,0,202408020211,シルクロードステークス,1200,曇,良,2024,京都,11,2024-01-28,芝,,G3
276,0,202408020212,4歳以上2勝クラス,1600,曇,良,2024,京都,12,2024-01-28,芝,,
277,0,202410010601,3歳未勝利,1700,晴,良,2024,小倉,1,2024-01-28,ダート,,
278,0,202410010602,3歳未勝利,1200,晴,良,2024,小倉,2,2024-01-28,芝,,
279,0,202410010603,4歳以上1勝クラス,1000,曇,良,2024,小倉,3,2024-01-28,ダート,,
280,0,202410010604,障害4歳以上未勝利,2860,雨,良,2024,小倉,4,2024-01-28,障害,,
281,0,202410010605,3歳新馬,1200,小雨,良,2024,小倉,5,2024-01-28,芝,,
282,0,202410010606,3歳未勝利,2000,小雨,良,2024,小倉,6,2024-01-28,芝,,
283,0,202410010607,4歳以上1勝クラス,1700,小雨,良,2024,小倉,7,2024-01-28,ダート,,
284,0,202410010608,4歳以上1勝クラス,1200,小雨,良,2024,小倉,8,2024-01-28,芝,,
285,0,202410010609,くすのき賞,1700,小雨,良,2024,小倉,9,2024-01-28,ダート,,
286,0,202410010610,日田特別,1800,曇,稍重,2024,小倉,10,2024-01-28,芝,,
287,0,202410010611,巌流島ステークス,1200,曇,稍重,2024,小倉,11,2024-01-28,芝,,
288,0,202410010612,4歳以上1勝クラス,2000,晴,稍重,2024,小倉,12,2024-01-28,芝,,
289,0,202405010301,3歳未勝利,1400,晴,良,2024,東京,1,2024-02-03,ダート,,
290,0,202405010302,3歳未勝利,1300,晴,良,2024,東京,2,2024-02-03,ダート,,
291,0,202405010303,3歳未勝利,1600,晴,良,2024,東京,3,2024-02-03,ダート,,
292,0,202405010304,3歳1勝クラス,1400,晴,良,2024,東京,4,2024-02-03,ダート,,
293,0,202405010305,3歳新馬,1600,晴,良,2024,東京,5,2024-02-03,芝,,
294,0,202405010306,3歳未勝利,2400,晴,良,2024,東京,6,2024-02-03,芝,,
